text_akhir,polarity
fitur apk bagus akunnya kena suspend melulu bikin puluhan akun tolong developer youtube atasi,negative
aduhh kayaknya update dh habis teken layar pas nge pause skip langsung hilang hilang hilang teken x ujung kiri capek pas makan nonton,negative
tolong youtube perbaikin bug bug lihat video short video layar warna warni gini tolong perbaikin lihat video layar warna warni gini coba cari kesalahan dimana hp bermasalah youtube bugnya tolong perbaiki,positive
fitur komentar youtube shorts tombol navigasi menghilang berkomentar youtube shorts terhalang tombol navigasi mohon diperbaiki pindahkan posisi fitur pengetikan komentar,negative
bug ngeselin masuk youtube pencet video loading banget aplikasi uninstal download tetep gabisa tolong diperbaiki gabisa nonton video,negative
nonton video terus²an loading gitu layarnya hitam scroll beranda komen search channel wifiku lancar lancar uang,negative
tolong youtube permudahkan menghapus video disukai playlist video disukai mentok video pas sukai video bertambah youtube tolong banget video hapusprivat si kreator tolong hapus menuhin playlist,negative
pas nonton short loading jaringan bagus banget tap tap ampas lambat ah males nonton youtube jaringan super bagus lambat banget ah males nonton youtubr,negative
aneh masukkatanya versi berfungsi coba browser andapadahal berulang kali instal uninstall masuk samatolong bantuannya versi gk versi disuruh versi browsermohon kerjasama developer,negative
mikirin premium maksa user beli iklan annoying kasih fitur blokir sosmed membantu ketemu akun channel menggangu tipenya suka ngajak debat ragebait tolong pertimbangkan,negative
nyebelin buka youtube reelsshorts suka glitch parah warna videonya hancur kaya disiram cat tumpah video kadang rusak tampilannya mengerti bug emang disuruh uninstall fix ngurangin pengalaman nonton banget tolong benerin update nambah fitur,negative
pas buka aplikasi bug layar hitam habis tombol gk pencet matiin hp nyampe kali g tolong perbaiki nonton youtube g,negative
tolong kejelasanya saldo dana tibatiba kepotong berlangganan berlangganan apk mohon kembalikan uang terpotong otomatis pemberitahuan berlangganan mohon unutk kembikan terimakasih,positive
youtube upload tuh lamaa banget jaringan persen ulang persen ulang parahnya perkiraan selesainya jam hehh pakai apk lancarrr banget yputube lemotttt jam jam ulang lambat banget tinggal berak kali ngestuckk mohon diperbaiki terimakasih,positive
bugsehabis muncul iklan suara vidio ditonton adatolong diperbaiki dikembangkan pengguna aplikasi nyaman,neutral
heypihak oknum youtube terhormat iklan samakan iklan tv komersial app youtube siaran tv nasional sortillah iklan pendek skip kasian play musik app youtube enak enaknya iklan muncul seru orang orang menikmati musik youtube usahkan minim iklan biar menikmatinya apapun iklan kurangi dursinya,negative
bagus banget rekomendasi dehsoalnya mendownload pakai wifi atur gmna tetep gituudah update tetep gituudah saran saran bagus rekomendasi mendownload pakai wifi,negative
short youtube simbol pause play tengahtengah tampilan video menghalangi mengganggu kenikmatan penonton halnya nonton video full mesti tekan simbol x kanan menghilangkannya bug update,neutral
pembaharuan aplikasi dukungan versi android aplikasi google dukungan pembaharuan aplikasi youtube android versi disuruh buka browser langganan premium,neutral
sat membuka youtube fidio ngak play pakai wifi main game buka google mohon diperbaiki dibilang menunggu dibilang youtube menggapi sistem ui,negative
aplikasinya aneh updatesaat buka video layarnya landscapesetiap buka videonya nyamanbukannya updatenya bikin nyaman buruklebih fitur matikan landscapenya,positive
bagus si pas masuk youtube kalinya suruh apdet giliran apdet apa-apa si baguscuman tolong perbaiki ajaagar penonton suka nonton youtube,positive
sayangnya youtube opsi prnggantian email emailnya diretas kena virus susah diprrbaiki akun hilang akun youtube masuk pasword user name email diganti gemail kena retas ganti pasword mengatasi ditinjau dipertimbangkan,negative
youtube jelek bug alami mengreply komentar hilang komentar bawahnya fitur komentar shorts video dihilangkan fitur komentar video nulis komentar pencarian video keyboard hilang hilang dibilang bug tolong fix developer yt,negative
tolong settingan live streaming screencast game fitur settingan resolusi fps suaranya mic tambahkan suara internal live game bersuara,positive
tolong pemutaran enak dikasih fitur atur volume layar video gk nama fiturnya udh fitur gitu youtube udh ketinggalan zaman,positive
mengasih bintang bug short sound pas nonton video pas ganti bug fitur matiin tolong penjelasan youtube,positive
buka apk kodinglayar hitam kadang nunggu buka apknya kualitas videonya nonton reals gambarnya pecah,positive
bug galaxy tab memutar video fps layar lag anehnya memutar video fps fps youtube,neutral
tolong perbaiki bukak kolom komentar pas replay kadang komenannya hilang orang replay komenannya kadang ngetik komen menu komentarnya hilang tolong perbaiki,positive
ngebug melulu ampun klik kali mundur puluh detik tetep putar kadang iklan shopee diclose kocak,negative
buka video simpan apk yt loadingnya banget jaringannya bagus tokong tingkatin jngn tingkatin buruk,negative
google update apk apk youtube update bug buka youtube langsung shorts ribet orang semoga cepat dibenerin,negative
update gunabenerin tuh bug bug video ngeglitchkomentar muncul berkalikali resetletak komentar jelasscroll vertikal live ngefreeze gerakinbalasan komentar engga muncul seakanakan komentar komentar utama doang banget deh bug bug,neutral
mohon diperbaiki bugnya buka youtube muncul tulisan tube tanggapan kadang kadang tulisannya tube berhenti habis muncul tulisan langsung buka youtube mohon ditangani,positive
stlah update kmaren bagus mlh buruk sklinnton video bbrp detik video berhenti loading bngt jaringan wifi bagus lancar unt nonton aplikasi,negative
nonton download video loadingnya layarnya hitam buka youtube hitam,negative
teman-teman informasi ytnya video short mengatur duruasi pengaturan hp cari namanya pengepasan layar cembung hp samsung sembunyikan potongan kamera vidio short kmu bug warna hijau rgb mengupdate android minimal andro matiinreset opsi developer pngaturan rindu status youtube status wa,negative
youtube platform terbaik hiburan pembelajaran rekomendasi video menarik fitur subscription memudahkan mengikuti kreator favorit kualitas streaming stabil opsi youtube premium membantu menonton iklan fitur live streaming interaksi komunitas pengalaman seru cocok minat musik edukasi,positive
aplikasi lamalama tinggalkan pengguna relevan bug dimanamana komentar hilang bufferingnya internet kenceng perbaiki,negative
resolusi video memakai fps frame droppatahpatah tonton tolong perbaiki menggangu kenyamanan nonton,positive
bug komen video short tombol nyatu tombol close app pas bikin video short tombol komen pdhl komentar udh aktifin bug gmn,positive
teruntuk developer tolong update youtube hp membukamenonton reels video reels error warna nge glitch gitu buka video reels error menggangu menonton reels yt mohon perbaiki yt nonton reels ig yt error,negative
bagus yhbisa vidiobisa subscribe channel orangdan nyimpen vidio mati lamputapi tolong perbaiki logo² kaya loadingbuka browser kesal tolong perbaiki yh,negative
g kualitas video atur penghemat kuota pas nonton kualitas tinggiemang bagustp pengguna wifitp pengguna kuota hemat kuotajuga pencarian tampilkan sesuai kuncicontoh ketik kunci ny muncul zmenyebal banget,positive
updateupdate melulu perasaan tolong penayangan iklan fitur subtitle diaktifkan parahnya diaktifkan kali delay langsung muncul perbaiki,negative
suka beranda youtube refresh otomatis selesai menonton video hasil pencarian nonton video langsung refresh urutan video scroll kebawah mempersulit,positive
kembalikan tampilan yt banget tanggal post penontonnya hilang tubnail banget yt tampilan udh bagus dirubah gini menyulitkan pengguna lihat video nama uploadjumlah ditonton hilang kembalikan youtube,neutral
youtube tolong yaaa pengaturan subtitle mode full vertikal letak subtitle ny dibawah layar video didalam video lihat ny nyaman tolong diperbaiki terimakasih,positive
bug kemarin perbaiki menemukan bug masuk youtube menu utama cuman gambar doang foto channel judul lain-lain buka youtube tampilan menunya cuman gambar perbaiki paksa berhenti pengaturan aplikasinya tolong developer perbaiki bug tsb,neutral
pertma iklan masyaallah berputar putar jaringan bagus iklan mengganggu tontonan menonton video boros kuota durasi iklannya sekip keluhan mohon diperbaiki terimakasih,negative
update kayak iphone upload video layar hp mati app youtubenya dikeluarkan otomatis upload terjeda wajib nyala layar gaboleh dikeluarkan aplikasinya menyusahkan praktis kayak ngonten youtube upload gb masak standby app,negative
tim youtube terhormat tolong perbaiki pemutaran iklan iklan selesai videonya ngefreez efeknya video youtube video aplikasi youtube ngefreeze video putar restart hp normal tolong diperbaiki iklan divideo pemutar video diperangkat hp ngefreeze,negative
iklan muncul video bekas gambar iklan aplikasi masuk video jernih,negative
video dub ai jelek orang suka nonton bahasa biar pinter bahasa ditranslate dub ai jelek setidak otomatis ganti audio pilihan ganti audio audio original tetep jalan balikin youtube suka,negative
apalah nge stuk ikllan mutemuter gk jalan videonya wifi kenceng ngestuk iklan tolong perbaiki lahhhhh bug kaya gini video short kadang bug visual tolong perbaiki,positive
tolong ganggu banget icon pause layar nonton short balikin kaya pas nonton video tinggal pencet layar pencet silang pojok gajelas update,negative
jaringan bagus hp ngelag muteri video macetmacet matiin upang hp tolong diperbaiki,negative
jaringan bagus yuo tube ngeleg putar vidio terjeda melulu undate tolong perbaiki suara gambar siih sistem tolong perbaiki,negative
youtube emang apk bagus banget nonton dengerin lagu apaja cari,positive
youtube eror notifikasi subscribe muncul pop berbunyi berisik tlng kasi solusinya,negative
bagustapi sahur vidio tonton shortlivesama vidio normalaku nyobain caradari hapus datanya berfungsi tolong perbaikin plssini kejadian menit upload rating inisekarang youtube freezetolonglah youtube,negative
aplikasi bagus banget kekurangan mempercepat video resolusi langsung ganti otomatis p p,positive
youtube menonaktifkan trekdubbing video otomatis tolong kedepannya nonaktifkan download video dubbing dubbing mohon nonaktifkan dubbing otomatisnya,positive
pas buka yt tibatiba langsung masuk videonya loading eh tibatiba nambah ngeleg langsung masuk videonya langsung masuk videonya cuman nonton kj susah banget tolong diperbaiki terimakasih,positive
bug video tonton patah patah mencoba resolusi p p iklan menonton youtube shorts,negative
youtube bagus pas masuk kedalam aplikasi video terputar suruh update men update youtube cepat pas persen lamaaaa banget terbuka,negative
dear youtube error teriritasi butuh permohonan memperbaiki aplikasi secepat biar mencegah error teriritasi oke sekian terimakasih,negative
tombol komen yt shorts ngebug kadang kadang tidaktombol komen yt shorts buka yt dimana menutup apk yt sehabis scroll yt shortssedangkan menonton video memencet video shorts kolom komen tombol komennya,positive
buruk kali menonton shorts durasi pertengahan akhiran durasi mengganti video shorts tolong perbaiki,negative
applikasi rusak update bilang youtube usang usang apanya parah nonton enak² eh ngelag layar rusak gitu tolong youtube applikasi update rusak kecewa berat,negative
konten nyaman lihat pencarian terkadang muncul pencarian sayang konten blokir kurangi konten anime ramah orang suka anime,positive
